id_precio_vinculante_combustible,fecha,id_combustible,id_unidad_medida,id_central_generacion,precio_vinculante_combustibles,fuente,observaciones,es_activo,created_at,updated_at,created_by,archivo_origen,fecha_carga,usuario_carga
e6f1a45e-fe66-48ab-ab38-ac82905193e6,2017-08-28,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
b2d0d6b8-eb56-4b4d-840a-4681b7eca06f,2017-08-29,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
1a0c7917-8e84-4d12-90a6-b8960a164124,2017-08-30,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
2f1386c4-c613-4e13-b21a-77884e3cdb52,2017-08-31,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
0acc6ae1-8afd-492d-848c-db141fb9af86,2017-09-01,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
ffb03aea-9eb4-47fd-8699-3ff9ab8e2639,2017-09-02,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
78eb207b-fbb7-4a9e-a6ab-b1de2d4cc3f6,2017-09-03,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
d5580b2c-986a-4932-9d48-137faf62a957,2017-09-04,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
20e14788-dfc0-43d6-a465-a55048a06877,2017-09-05,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
ba3a6963-b958-468d-9ffa-5abfbda80c5b,2017-09-06,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
29a9b052-81a2-41e4-8f75-60e609b1817c,2017-09-07,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
54353c78-7802-44b7-becd-b8f37be7aa70,2017-09-08,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
785e84e7-df65-4cf5-8c2d-2e4e12bfc518,2017-09-09,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
84093ac0-504e-481f-81e7-489b4a6fd1d5,2017-09-10,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
aad2ab4a-a5e6-43fd-a7fd-654f38247406,2017-09-11,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
26a4938f-6051-4f7c-83ed-db2a1efcab04,2017-09-12,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
73aa5f88-0c64-4d5d-9442-69d820da4db2,2017-09-13,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
3a64ea21-761c-46cb-8d4b-4ba4d93a7179,2017-09-14,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
e7608fac-7f42-4db2-8478-ff849b510e4f,2017-09-15,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
12e16cd1-f10f-49b6-8c22-9d7dc7c83495,2017-09-16,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
351e4acc-cb3a-4d67-a25d-24706ddf342d,2017-09-17,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
bc1e84e1-b361-4620-9ebd-ab895cf135ec,2017-09-18,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
90f79f63-c385-4248-b434-b0627b00bd4c,2017-09-19,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
38280b21-84eb-4eeb-b1bf-32a51a186cd0,2017-09-20,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
1b7623e0-8dcf-471f-bdc1-5e924ff9bc94,2017-09-21,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
81895223-04f4-42ab-9fd3-3b2761fc7030,2017-09-22,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
33da0e67-bc5b-46c1-8d18-40f99f5a66b4,2017-09-23,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
94f9d291-7fdd-4bc5-8ec4-5f6e7fdcdb43,2017-09-24,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
323e53ba-1bf4-4a91-8121-1affc5dece63,2017-09-25,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
ef52b941-314a-4a68-839e-81478be94e93,2017-09-26,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
fa6ad649-ca45-4e12-a383-eb32817c1d3d,2017-09-27,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
cf796d3a-8f84-4ae3-8c54-4b52ecb1faea,2017-09-28,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
06aac1bc-ecd3-418b-9941-948be4c7346d,2017-09-29,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
127d18e6-be1c-4bc0-b4e1-5cd1d4983692,2017-09-30,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
b3b937f4-b650-48d3-ab6a-ca25ce094836,2017-10-01,9693a1d1-4b88-4d73-8138-b46b21e7a72c,5a3d193f-cb2b-40df-b401-d786b9e25ef8,66494024-e990-408e-8da3-32baa15b52a5,,,,true,,,,,,
